gene_id,id,name,type,kegg,pfam,ec_number,description,category,super_class,family,organism
NtG_00402,toluene_oxidation_pathway,toluene_oxidation_pathway,protein,,,EC 1.14.-.-,toluene_oxidation_pathway - enzyme for p-Tolualdehyde (4-Methylbenzaldehyde) biosynthesis,Aldehyde (Aromatic aldehyde),Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00403,phenylacetaldehyde_pathway,phenylacetaldehyde_pathway,protein,,,EC 4.1.2.-,phenylacetaldehyde_pathway - enzyme for 2-Phenyl-2-butenal biosynthesis,Aldehyde (Aromatic aldehyde),Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00404,hexose_dehydratase,hexose_dehydratase,protein,,,EC 4.2.1.-,hexose_dehydratase - enzyme for 5-Hydroxymethylfurfural (HMF) biosynthesis,Aldehyde (Furan aldehyde),Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00405,furan_aldehyde_pathway,furan_aldehyde_pathway,protein,,,EC 4.2.1.-,furan_aldehyde_pathway - enzyme for 3-Furaldehyde biosynthesis,Aldehyde (Furan aldehyde),Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00406,sulfite_reductase,sulfite_reductase,protein,K04487,,EC 2.8.1.7; EC 1.8.1.-,sulfite_reductase - enzyme for Hydrogen sulfide (H2S) biosynthesis,Sulfur compound,Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00407,methionine_γ-lyase,methionine_γ-lyase,protein,K01761,PF00274;PF00682,EC 4.4.1.11; EC 2.6.1.-,methionine_γ-lyase - enzyme for Methanethiol (Methyl mercaptan) biosynthesis,Sulfur compound,Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00408,cysteine_pathway,cysteine_pathway,protein,,,EC 4.4.1.-; EC 1.8.1.-,cysteine_pathway - enzyme for Ethanethiol (Ethyl mercaptan) biosynthesis,Sulfur compound,Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00409,thiol_reductase,thiol_reductase,protein,,,EC 4.4.1.-; EC 1.8.1.-,thiol_reductase - enzyme for Ethanethiol (Ethyl mercaptan) biosynthesis,Sulfur compound,Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00410,thiol_S-methyltransferase,thiol_S-methyltransferase,protein,K01761,PF00501;PF00583,EC 4.4.1.11; EC 2.1.1.9; EC 4.4.1.13,thiol_S-methyltransferase - enzyme for Dimethyl sulfide (DMS) biosynthesis,Sulfur compound,Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00411,S-methylmethionine_lyase,S-methylmethionine_lyase,protein,K01761,PF00274;PF00682,EC 4.4.1.11; EC 2.1.1.9; EC 4.4.1.13,S-methylmethionine_lyase - enzyme for Dimethyl sulfide (DMS) biosynthesis,Sulfur compound,Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00412,methanethiol_oxidase,methanethiol_oxidase,protein,K00387,,EC 1.8.3.1; EC 1.11.1.15,methanethiol_oxidase - enzyme for Dimethyl disulfide (DMDS) biosynthesis,Sulfur compound,Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00413,thiol_peroxidase,thiol_peroxidase,protein,K00387,PF00141;PF01334,EC 1.8.3.1; EC 1.11.1.15,thiol_peroxidase - enzyme for Dimethyl disulfide (DMDS) biosynthesis,Sulfur compound,Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00414,sulfur_transferase,sulfur_transferase,protein,,PF00501;PF00583,EC 2.8.1.-,sulfur_transferase - enzyme for Dimethyl trisulfide (DMTS) biosynthesis,Sulfur compound,Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00415,thiol_pathway,thiol_pathway,protein,,,EC 2.8.1.-,thiol_pathway - enzyme for Dimethyl tetrasulfide biosynthesis,Sulfur compound,Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00416,ethanethiol_pathway,ethanethiol_pathway,protein,,,EC 2.1.1.-,ethanethiol_pathway - enzyme for Diethyl sulfide biosynthesis,Sulfur compound,Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00417,thiol_S-ethyltransferase,thiol_S-ethyltransferase,protein,,PF00501;PF00583,EC 2.1.1.-,thiol_S-ethyltransferase - enzyme for Diethyl sulfide biosynthesis,Sulfur compound,Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00418,ethanethiol_oxidase,ethanethiol_oxidase,protein,K00387,,EC 1.8.3.1,ethanethiol_oxidase - enzyme for Diethyl disulfide biosynthesis,Sulfur compound,Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00419,methional_dehydrogenase,methional_dehydrogenase,protein,,PF00498;PF08640,EC 1.2.1.-,methional_dehydrogenase - enzyme for 3-(Methylthio)propanoic acid biosynthesis,Sulfur compound (Acid),Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00420,methionine_S-methyltransferase,methionine_S-methyltransferase,protein,K08247,PF00501;PF00583,EC 2.1.1.12,methionine_S-methyltransferase - enzyme for S-Methyl methionine (Vitamin U) biosynthesis,Sulfur compound (Amino acid derivative),Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00421,cysteine-thiophene_conjugate_lyase,cysteine-thiophene_conjugate_lyase,protein,K00816,PF00274;PF00682,EC 4.4.1.13,cysteine-thiophene_conjugate_lyase - enzyme for 2-Thiophenethiol biosynthesis,Sulfur compound (Thiophene thiol),Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00422,cysteine-hexanal_conjugate_lyase,cysteine-hexanal_conjugate_lyase,protein,K00816,PF00274;PF00682,EC 4.4.1.13,cysteine-hexanal_conjugate_lyase - enzyme for 3-Mercaptohexan-1-ol (3MH) biosynthesis,Sulfur compound (Thiol alcohol),Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00423,cysteine_conjugate_lyase,cysteine_conjugate_lyase,protein,K00816,PF00274;PF00682,EC 4.4.1.13,cysteine_conjugate_lyase - enzyme for 4-Mercapto-4-methylpentan-2-one (4MMP) biosynthesis,Sulfur compound (Thiol ketone),Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00424,cysteine-benzaldehyde_conjugate_lyase,cysteine-benzaldehyde_conjugate_lyase,protein,K00816,PF00274;PF00682,EC 4.4.1.13,cysteine-benzaldehyde_conjugate_lyase - enzyme for Benzyl mercaptan biosynthesis,Sulfur compound (Aromatic thiol),Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00425,cysteine-phenylacetaldehyde_conjugate_lyase,cysteine-phenylacetaldehyde_conjugate_lyase,protein,K00816,PF00274;PF00682,EC 4.4.1.13,cysteine-phenylacetaldehyde_conjugate_lyase - enzyme for 2-Phenylethanethiol biosynthesis,Sulfur compound (Aromatic thiol),Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00426,isoleucine_pathway,isoleucine_pathway,protein,,,EC 2.3.1.-,isoleucine_pathway - enzyme for S-Methyl 2-methylbutanethioate biosynthesis,Sulfur compound (Thioester),Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00427,cysteine_degradation,cysteine_degradation,protein,,,NA,cysteine_degradation - enzyme for Thiophene biosynthesis,Sulfur compound (Heterocyclic),Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00428,leucine_+_cysteine,leucine_+_cysteine,protein,,,NA,leucine_+_cysteine - enzyme for 2-Isobutylthiazole biosynthesis,Sulfur compound (Heterocyclic),Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00429,phenylalanine_+_cysteine,phenylalanine_+_cysteine,protein,,,NA,phenylalanine_+_cysteine - enzyme for Benzothiazole biosynthesis,Sulfur compound (Heterocyclic),Sulfur compound,Sulfur compound,Nicotiana tabacum
NtG_00430,amino_acid_degradation,amino_acid_degradation,protein,,,NA,amino_acid_degradation - enzyme for Pyridine biosynthesis,Nitrogen compound (Pyridine),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00431,leucine_degradation,leucine_degradation,protein,,,NA,leucine_degradation - enzyme for 2-Isobutylpyridine biosynthesis,Nitrogen compound (Pyridine),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00432,valine_degradation,valine_degradation,protein,,,NA,valine_degradation - enzyme for 2-Isopropylpyridine biosynthesis,Nitrogen compound (Pyridine),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00433,lysine_+_hexanal,lysine_+_hexanal,protein,,,NA,lysine_+_hexanal - enzyme for 2-Pentylpyridine biosynthesis,Nitrogen compound (Pyridine),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00434,pyridine_pathway,pyridine_pathway,protein,,,NA,pyridine_pathway - enzyme for 2-Vinylpyridine biosynthesis,Nitrogen compound (Pyridine),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00435,pyrrole_acetylation,pyrrole_acetylation,protein,,,NA,pyrrole_acetylation - enzyme for N-Acetylpyrrole biosynthesis,Nitrogen compound (Pyrrole),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00436,pyrrole_oxidation,pyrrole_oxidation,protein,,,NA,pyrrole_oxidation - enzyme for 2-Formylpyrrole biosynthesis,Nitrogen compound (Pyrrole),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00437,pyrrole_pathway,pyrrole_pathway,protein,,,NA,pyrrole_pathway - enzyme for 5-Methyl-2-formylpyrrole biosynthesis,Nitrogen compound (Pyrrole),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00438,diamine_oxidase,diamine_oxidase,protein,K00318,,EC 1.5.5.2; EC 1.4.3.22,diamine_oxidase - enzyme for 1-Pyrroline biosynthesis,Nitrogen compound (Pyrroline),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00439,proline_reductase,proline_reductase,protein,K10793,,EC 1.21.4.1; EC 4.1.1.-,proline_reductase - enzyme for Pyrrolidine biosynthesis,Nitrogen compound (Pyrrolidine),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00440,putrescine_pathway,putrescine_pathway,protein,K10793,,EC 1.21.4.1; EC 4.1.1.-,putrescine_pathway - enzyme for Pyrrolidine biosynthesis,Nitrogen compound (Pyrrolidine),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00441,pyrazine_acetylation,pyrazine_acetylation,protein,,,NA,pyrazine_acetylation - enzyme for 2-Acetyl-3-methylpyrazine biosynthesis,Nitrogen compound (Pyrazine),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00442,pyrazine_pathway,pyrazine_pathway,protein,,,NA,pyrazine_pathway - enzyme for 2-Methyl-5-vinylpyrazine biosynthesis,Nitrogen compound (Pyrazine),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00443,tryptophanase,tryptophanase,protein,K01667,,EC 4.1.99.1,tryptophanase - enzyme for Indole biosynthesis,Nitrogen compound (Indole),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00444,tryptophan_indole-lyase,tryptophan_indole-lyase,protein,K01667,PF00274;PF00682,EC 4.1.99.1,tryptophan_indole-lyase - enzyme for Indole biosynthesis,Nitrogen compound (Indole),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00445,tryptophan_pathway,tryptophan_pathway,protein,K04103,,EC 4.1.1.74; EC 1.2.3.1,tryptophan_pathway - enzyme for Skatole (3-Methylindole) biosynthesis,Nitrogen compound (Indole),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00446,aldehyde_oxidase,aldehyde_oxidase,protein,K04103,,EC 4.1.1.74; EC 1.2.3.1,aldehyde_oxidase - enzyme for Skatole (3-Methylindole) biosynthesis,Nitrogen compound (Indole),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00447,putrescine_N-methyltransferase,putrescine_N-methyltransferase,protein,K00767,PF00501;PF00583,EC 2.4.2.19; EC 2.1.1.53; EC 1.4.3.22; EC 1.21.3.3,putrescine_N-methyltransferase - enzyme for Nicotine biosynthesis,Nitrogen compound (Tobacco alkaloid),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00448,N-methylputrescine_oxidase,N-methylputrescine_oxidase,protein,K00767,,EC 2.4.2.19; EC 2.1.1.53; EC 1.4.3.22; EC 1.21.3.3,N-methylputrescine_oxidase - enzyme for Nicotine biosynthesis,Nitrogen compound (Tobacco alkaloid),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00449,berberine_bridge_enzyme-like,berberine_bridge_enzyme-like,protein,K00767,,EC 2.4.2.19; EC 2.1.1.53; EC 1.4.3.22; EC 1.21.3.3,berberine_bridge_enzyme-like - enzyme for Nicotine biosynthesis,Nitrogen compound (Tobacco alkaloid),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00450,nicotine_N-demethylase,nicotine_N-demethylase,protein,,,EC 1.14.13.-,nicotine_N-demethylase - enzyme for Nornicotine biosynthesis,Nitrogen compound (Tobacco alkaloid),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00451,quinolinate_pathway,quinolinate_pathway,protein,K00767,,EC 2.4.2.19,quinolinate_pathway - enzyme for Anatabine biosynthesis,Nitrogen compound (Tobacco alkaloid),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00452,anatabine_synthase,anatabine_synthase,protein,K00767,PF00288;PF00155,EC 2.4.2.19,anatabine_synthase - enzyme for Anatabine biosynthesis,Nitrogen compound (Tobacco alkaloid),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00453,lysine_decarboxylase,lysine_decarboxylase,protein,K01582,PF00184;PF02784,EC 4.1.1.18; EC 2.4.2.19,lysine_decarboxylase - enzyme for Anabasine biosynthesis,Nitrogen compound (Tobacco alkaloid),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00454,anabasine_synthase,anabasine_synthase,protein,K01582,PF00288;PF00155,EC 4.1.1.18; EC 2.4.2.19,anabasine_synthase - enzyme for Anabasine biosynthesis,Nitrogen compound (Tobacco alkaloid),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00455,nicotine_oxidoreductase,nicotine_oxidoreductase,protein,,PF00106;PF00107,EC 1.3.-.-,nicotine_oxidoreductase - enzyme for Myosmine biosynthesis,Nitrogen compound (Tobacco alkaloid),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00456,myosmine_reductase,myosmine_reductase,protein,,,EC 1.3.-.-,myosmine_reductase - enzyme for Myosmine biosynthesis,Nitrogen compound (Tobacco alkaloid),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00457,nicotine_oxidase,nicotine_oxidase,protein,,,EC 1.14.13.-,nicotine_oxidase - enzyme for Cotinine biosynthesis,Nitrogen compound (Tobacco alkaloid),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00458,nicotinate_phosphoribosyltransferase,nicotinate_phosphoribosyltransferase,protein,K03462,PF00501;PF00583,EC 2.4.2.12; EC 6.3.1.5; EC 3.5.1.19,nicotinate_phosphoribosyltransferase - enzyme for Nicotinamide biosynthesis,Nitrogen compound (Pyridine amide),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00459,NAD_synthase,NAD_synthase,protein,K03462,PF00288;PF00155,EC 2.4.2.12; EC 6.3.1.5; EC 3.5.1.19,NAD_synthase - enzyme for Nicotinamide biosynthesis,Nitrogen compound (Pyridine amide),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00460,nicotinamidase,nicotinamidase,protein,K03462,,EC 2.4.2.12; EC 6.3.1.5; EC 3.5.1.19,nicotinamidase - enzyme for Nicotinamide biosynthesis,Nitrogen compound (Pyridine amide),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00461,anatabinine_synthase,anatabinine_synthase,protein,K00767,PF00288;PF00155,EC 2.4.2.19,anatabinine_synthase - enzyme for Anatabinine biosynthesis,Nitrogen compound (Tobacco alkaloid),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00462,nicotine_degradation_pathway,nicotine_degradation_pathway,protein,,,EC 1.14.-.-,"nicotine_degradation_pathway - enzyme for 2,3'-Bipyridyl biosynthesis",Nitrogen compound (Bipyridyl),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00463,oxidase,oxidase,protein,,,EC 1.14.-.-,"oxidase - enzyme for 2,3'-Bipyridyl biosynthesis",Nitrogen compound (Bipyridyl),Nitrogen compound,Nitrogen compound,Nicotiana tabacum
NtG_00464,4-hydroxybutyrate_dehydrogenase,4-hydroxybutyrate_dehydrogenase,protein,K00043,PF00498;PF08640,EC 1.1.1.61; EC 4.1.1.15; EC 3.1.1.25,4-hydroxybutyrate_dehydrogenase - enzyme for γ-Butyrolactone (GBL) biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00465,GABA_pathway,GABA_pathway,protein,K00043,,EC 1.1.1.61; EC 4.1.1.15; EC 3.1.1.25,GABA_pathway - enzyme for γ-Butyrolactone (GBL) biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00466,lactonase,lactonase,protein,K00043,,EC 1.1.1.61; EC 4.1.1.15; EC 3.1.1.25,lactonase - enzyme for γ-Butyrolactone (GBL) biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00467,4-hydroxyvalerate_dehydrogenase,4-hydroxyvalerate_dehydrogenase,protein,,PF00498;PF08640,EC 1.1.1.-; EC 3.1.1.25,4-hydroxyvalerate_dehydrogenase - enzyme for γ-Valerolactone biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00468,4-hydroxyhexanoate_dehydrogenase,4-hydroxyhexanoate_dehydrogenase,protein,,PF00498;PF08640,EC 1.1.1.-; EC 3.1.1.25,4-hydroxyhexanoate_dehydrogenase - enzyme for γ-Hexalactone biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00469,fatty_acid_pathway,fatty_acid_pathway,protein,,,EC 1.1.1.-; EC 3.1.1.25,fatty_acid_pathway - enzyme for γ-Hexalactone biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00470,4-hydroxyheptanoate_dehydrogenase,4-hydroxyheptanoate_dehydrogenase,protein,,PF00498;PF08640,EC 1.1.1.-; EC 3.1.1.25,4-hydroxyheptanoate_dehydrogenase - enzyme for γ-Heptalactone biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00471,4-hydroxyoctanoate_dehydrogenase,4-hydroxyoctanoate_dehydrogenase,protein,,PF00498;PF08640,EC 1.1.1.-; EC 3.1.1.25,4-hydroxyoctanoate_dehydrogenase - enzyme for γ-Octalactone biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00472,4-hydroxynonanoate_dehydrogenase,4-hydroxynonanoate_dehydrogenase,protein,,PF00498;PF08640,EC 1.1.1.-; EC 3.1.1.25,4-hydroxynonanoate_dehydrogenase - enzyme for γ-Nonalactone biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00473,4-hydroxydecanoate_dehydrogenase,4-hydroxydecanoate_dehydrogenase,protein,,PF00498;PF08640,EC 1.1.1.-; EC 3.1.1.25; EC 1.3.-.-,4-hydroxydecanoate_dehydrogenase - enzyme for γ-Decalactone biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00474,ricinoleic_acid_β-oxidation,ricinoleic_acid_β-oxidation,protein,,,EC 1.1.1.-; EC 3.1.1.25; EC 1.3.-.-,ricinoleic_acid_β-oxidation - enzyme for γ-Decalactone biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00475,4-hydroxyundecanoate_dehydrogenase,4-hydroxyundecanoate_dehydrogenase,protein,,PF00498;PF08640,EC 1.1.1.-; EC 3.1.1.25,4-hydroxyundecanoate_dehydrogenase - enzyme for γ-Undecalactone biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00476,4-hydroxydodecanoate_dehydrogenase,4-hydroxydodecanoate_dehydrogenase,protein,,PF00498;PF08640,EC 1.1.1.-; EC 3.1.1.25,4-hydroxydodecanoate_dehydrogenase - enzyme for γ-Dodecalactone biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00477,5-hydroxyhexanoate_dehydrogenase,5-hydroxyhexanoate_dehydrogenase,protein,,PF00498;PF08640,EC 1.1.1.-; EC 3.1.1.25,5-hydroxyhexanoate_dehydrogenase - enzyme for δ-Hexalactone biosynthesis,Lactone (δ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00478,5-hydroxyoctanoate_dehydrogenase,5-hydroxyoctanoate_dehydrogenase,protein,,PF00498;PF08640,EC 1.1.1.-; EC 3.1.1.25,5-hydroxyoctanoate_dehydrogenase - enzyme for δ-Octalactone biosynthesis,Lactone (δ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00479,5-hydroxydecanoate_dehydrogenase,5-hydroxydecanoate_dehydrogenase,protein,,PF00498;PF08640,EC 1.1.1.-; EC 3.1.1.25; EC 1.3.-.-,5-hydroxydecanoate_dehydrogenase - enzyme for δ-Decalactone biosynthesis,Lactone (δ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00480,5-hydroxyundecanoate_dehydrogenase,5-hydroxyundecanoate_dehydrogenase,protein,,PF00498;PF08640,EC 1.1.1.-; EC 3.1.1.25,5-hydroxyundecanoate_dehydrogenase - enzyme for δ-Undecalactone biosynthesis,Lactone (δ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00481,5-hydroxydodecanoate_dehydrogenase,5-hydroxydodecanoate_dehydrogenase,protein,,PF00498;PF08640,EC 1.1.1.-; EC 3.1.1.25,5-hydroxydodecanoate_dehydrogenase - enzyme for δ-Dodecalactone biosynthesis,Lactone (δ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00482,cinnamate_2-hydroxylase,cinnamate_2-hydroxylase,protein,K01188,,EC 4.3.1.5; EC 1.14.-.-; EC 3.2.1.21,cinnamate_2-hydroxylase - enzyme for Coumarin biosynthesis,Lactone (Coumarin),Lactone,Lactone,Nicotiana tabacum
NtG_00483,coumarin_synthase,coumarin_synthase,protein,K01188,PF00288;PF00155,EC 4.3.1.5; EC 1.14.-.-; EC 3.2.1.21,coumarin_synthase - enzyme for Coumarin biosynthesis,Lactone (Coumarin),Lactone,Lactone,Nicotiana tabacum
NtG_00484,coumarin_reductase,coumarin_reductase,protein,,,EC 1.3.1.-,coumarin_reductase - enzyme for Dihydrocoumarin biosynthesis,Lactone (Coumarin),Lactone,Lactone,Nicotiana tabacum
NtG_00485,pyranone_synthase,pyranone_synthase,protein,K00454,PF00288;PF00155,EC 1.13.11.12; EC 4.2.1.-,pyranone_synthase - enzyme for 6-Pentyl-2H-pyran-2-one biosynthesis,Lactone (Pyranone),Lactone,Lactone,Nicotiana tabacum
NtG_00486,β-oxidation,β-oxidation,protein,,,EC 1.3.-.-; EC 3.1.1.25,"β-oxidation - enzyme for 6-Pentyl-5,6-dihydro-2H-pyran-2-one (Massoia lactone) biosynthesis",Lactone (Pyranone),Lactone,Lactone,Nicotiana tabacum
NtG_00487,lignin_degradation,lignin_degradation,protein,,,EC 1.14.-.-; EC 1.3.-.-; EC 3.1.1.25,lignin_degradation - enzyme for Whiskey lactone (Oak lactone) biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00488,pantothenate_pathway,pantothenate_pathway,protein,,,EC 2.6.1.-; EC 4.2.1.-,pantothenate_pathway - enzyme for Pantolactone biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00489,α-ketoisovalerate_pathway,α-ketoisovalerate_pathway,protein,,,EC 2.6.1.-; EC 4.2.1.-,α-ketoisovalerate_pathway - enzyme for Pantolactone biosynthesis,Lactone (γ-Lactone),Lactone,Lactone,Nicotiana tabacum
NtG_00490,cembratriene_hydroxylase,cembratriene_hydroxylase,protein,,,EC 1.14.-.-,cembratriene_hydroxylase - enzyme for Cembratriene-diol (CBT-diol) biosynthesis,Tobacco-specific compound (Cembranoid),Tobacco-specific compound,Tobacco-specific compound,Nicotiana tabacum
NtG_00491,cembratriene-diol_oxidase,cembratriene-diol_oxidase,protein,,,EC 1.14.-.-,"cembratriene-diol_oxidase - enzyme for Tabanone (4,8,13-Duvatriene-1,3-diol) biosynthesis",Tobacco-specific compound (Cembranoid),Tobacco-specific compound,Tobacco-specific compound,Nicotiana tabacum
NtG_00492,duvatriene_synthase,duvatriene_synthase,protein,K00787,PF00288;PF00155,EC 4.2.3.-; EC 2.5.1.1,"duvatriene_synthase - enzyme for Duvantriene (4,8,12,16-Tetramethylheptadeca-1,3,7,11,15-pentaene) biosynthesis",Tobacco-specific compound (Duvatriene),Tobacco-specific compound,Tobacco-specific compound,Nicotiana tabacum
NtG_00493,GGPP_synthase,GGPP_synthase,protein,K00787,PF00288;PF00155,EC 4.2.3.-; EC 2.5.1.1,"GGPP_synthase - enzyme for Duvantriene (4,8,12,16-Tetramethylheptadeca-1,3,7,11,15-pentaene) biosynthesis",Tobacco-specific compound (Duvatriene),Tobacco-specific compound,Tobacco-specific compound,Nicotiana tabacum
NtG_00494,duvatriene_hydroxylase,duvatriene_hydroxylase,protein,,,EC 1.14.-.-,duvatriene_hydroxylase - enzyme for Duvatrienediol (DVT-diol) biosynthesis,Tobacco-specific compound (Duvatriene),Tobacco-specific compound,Tobacco-specific compound,Nicotiana tabacum
NtG_00495,loliolide_synthase,loliolide_synthase,protein,K01610,PF00288;PF00155,EC 1.13.11.71; EC 4.2.1.-,loliolide_synthase - enzyme for Loliolide biosynthesis,Tobacco-specific compound (Carotenoid degradation product),Tobacco-specific compound,Tobacco-specific compound,Nicotiana tabacum
NtG_00496,fatty_acid_decarboxylase,fatty_acid_decarboxylase,protein,,PF00184;PF02784,EC 4.1.1.-,fatty_acid_decarboxylase - enzyme for Pentadecane biosynthesis,Hydrocarbon,Hydrocarbon,Hydrocarbon,Nicotiana tabacum
NtG_00497,alkane_pathway,alkane_pathway,protein,,,EC 4.1.1.-,alkane_pathway - enzyme for Pentadecane biosynthesis,Hydrocarbon,Hydrocarbon,Hydrocarbon,Nicotiana tabacum
NtG_00498,acetal_formation,acetal_formation,protein,,,NA,"acetal_formation - enzyme for 1,1-Diethoxyethane (Acetal) biosynthesis",Ether (Acetal),Ether,Ether,Nicotiana tabacum
NtG_00499,acid_catalyst,acid_catalyst,protein,,,NA,"acid_catalyst - enzyme for 1,1-Diethoxyethane (Acetal) biosynthesis",Ether (Acetal),Ether,Ether,Nicotiana tabacum
NtG_00500,ether_formation,ether_formation,protein,,,NA,ether_formation - enzyme for 2-Ethoxyethanol biosynthesis,Ether,Ether,Ether,Nicotiana tabacum
NtG_00501,ethanol_pathway,ethanol_pathway,protein,,,NA,ethanol_pathway - enzyme for 2-Ethoxyethanol biosynthesis,Ether,Ether,Ether,Nicotiana tabacum
NtG_00502,p-anol_isomerase,p-anol_isomerase,protein,,PF00154;PF01266,EC 4.3.1.5; EC 1.14.13.11; EC 2.1.1.-; EC 5.3.-.-,p-anol_isomerase - enzyme for Anethole (trans-p-Anethole) biosynthesis,Phenylpropanoid/benzenoid compound (Ether),Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
