gene_id,name,type,kegg,pfam,ec_number,description,category,super_class,family,organism
NtG_00103,tyrosine_ammonia-lyase,gene,,PF00274;PF00682,EC 4.3.1.5; EC 1.14.-.-,tyrosine_ammonia-lyase - enzyme for 4-Hydroxybenzaldehyde biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00104,p-coumarate_3-hydroxylase,gene,,,EC 4.3.1.5; EC 1.14.-.-,p-coumarate_3-hydroxylase - enzyme for 4-Hydroxybenzaldehyde biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00105,salicylate_reductase,gene,,,EC 1.2.1.-,salicylate_reductase - enzyme for Salicylaldehyde biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00106,tyrosine_phenol-lyase,gene,K01668,PF00274;PF00682,EC 4.1.99.2; EC 4.1.1.65,tyrosine_phenol-lyase - enzyme for Phenol biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00107,benzoate_decarboxylase,gene,K01668,PF00184;PF02784,EC 4.1.99.2; EC 4.1.1.65,benzoate_decarboxylase - enzyme for Phenol biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00108,tyrosine_4-hydroxyphenylpyruvate_pathway,gene,K01612,,EC 4.1.1.61,tyrosine_4-hydroxyphenylpyruvate_pathway - enzyme for Cresol (p-Cresol) biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00109,4-hydroxybenzoate_decarboxylase,gene,K01612,PF00184;PF02784,EC 4.1.1.61,4-hydroxybenzoate_decarboxylase - enzyme for Cresol (p-Cresol) biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00110,p-coumaric_acid_decarboxylase,gene,,PF00184;PF02784,EC 1.3.1.-; EC 4.1.1.-,p-coumaric_acid_decarboxylase - enzyme for 4-Ethylphenol biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00111,TAL,gene,,,EC 4.3.1.5; EC 1.14.13.11; EC 1.14.-.-; EC 2.1.1.-,TAL - enzyme for Ferulic acid biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00112,4-coumarate_3-hydroxylase,gene,,,EC 4.3.1.5; EC 1.14.13.11; EC 1.14.-.-; EC 2.1.1.-,4-coumarate_3-hydroxylase - enzyme for Ferulic acid biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00113,C3H,gene,,,EC 4.3.1.5; EC 1.14.13.11; EC 1.14.-.-; EC 2.1.1.-,C3H - enzyme for Sinapic acid biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00114,OMT,gene,K00599,,EC 4.3.1.5; EC 1.14.13.11; EC 1.14.-.-; EC 2.1.1.-,OMT - enzyme for Sinapic acid biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00115,5-hydroxylase,gene,,,EC 4.3.1.5; EC 1.14.13.11; EC 1.14.-.-; EC 2.1.1.-,5-hydroxylase - enzyme for Sinapic acid biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00116,4-hydroxybenzaldehyde_reductase,gene,K00001,,EC 1.1.1.1,4-hydroxybenzaldehyde_reductase - enzyme for p-Hydroxybenzyl alcohol biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00117,sinapic_acid_β-oxidation_pathway,gene,,,EC 1.14.-.-,sinapic_acid_β-oxidation_pathway - enzyme for Syringaldehyde biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00118,sinapic_acid_degradation_pathway,gene,,,EC 1.14.-.-,sinapic_acid_degradation_pathway - enzyme for Syringol biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00119,sinapic_acid_pathway,gene,,,EC 1.3.1.-,sinapic_acid_pathway - enzyme for 4-Methylsyringol biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00120,sinapic_acid_decarboxylase,gene,,PF00184;PF02784,EC 4.1.1.-,sinapic_acid_decarboxylase - enzyme for 4-Vinylsyringol biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00121,guaiacol_O-methyltransferase,gene,,PF00501;PF00583,EC 2.1.1.-,"guaiacol_O-methyltransferase - enzyme for Veratrole (1,2-Dimethoxybenzene) biosynthesis",Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00122,vanillin_O-methyltransferase,gene,,PF00501;PF00583,EC 2.1.1.-,vanillin_O-methyltransferase - enzyme for Veratraldehyde biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00123,veratraldehyde_reductase,gene,K00001,,EC 1.1.1.1,veratraldehyde_reductase - enzyme for Veratryl alcohol biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00124,ferulic_acid_β-oxidation_pathway,gene,,,EC 1.14.-.-,ferulic_acid_β-oxidation_pathway - enzyme for Homovanillic acid biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00125,p-coumaric_acid/caffeic_acid_degradation_pathway,gene,,,EC 1.14.-.-,p-coumaric_acid/caffeic_acid_degradation_pathway - enzyme for Protocatechuic acid biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00126,ferulic_acid_β-oxidation,gene,,,EC 1.14.-.-; EC 1.2.1.-,ferulic_acid_β-oxidation - enzyme for Vanillic acid biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00127,vanillin_dehydrogenase,gene,,PF00498;PF08640,EC 1.14.-.-; EC 1.2.1.-,vanillin_dehydrogenase - enzyme for Vanillic acid biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00128,sinapic_acid_β-oxidation,gene,,,EC 1.14.-.-; EC 1.2.1.-,sinapic_acid_β-oxidation - enzyme for Syringic acid biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00129,syringaldehyde_dehydrogenase,gene,,PF00498;PF08640,EC 1.14.-.-; EC 1.2.1.-,syringaldehyde_dehydrogenase - enzyme for Syringic acid biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00130,ferulic_acid_reductase,gene,K09753,,EC 1.2.1.44,ferulic_acid_reductase - enzyme for Coniferyl aldehyde biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00131,sinapic_acid_reductase,gene,K09753,,EC 1.2.1.44,sinapic_acid_reductase - enzyme for Sinapyl aldehyde biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00132,p-coumaric_acid_reductase,gene,K09753,,EC 1.2.1.44,p-coumaric_acid_reductase - enzyme for p-Coumaraldehyde biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00133,vanillate_O-methyltransferase,gene,,PF00501;PF00583,EC 2.1.1.-,vanillate_O-methyltransferase - enzyme for Methyl vanillate biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00134,syringate_O-methyltransferase,gene,,PF00501;PF00583,EC 2.1.1.-,syringate_O-methyltransferase - enzyme for Methyl syringate biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00135,vanillate_ester_synthase,gene,,PF00288;PF00155,EC 2.3.1.-,vanillate_ester_synthase - enzyme for Ethyl vanillate biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00136,benzyl_alcohol_benzoyltransferase,gene,,PF00501;PF00583,EC 2.3.1.-,benzyl_alcohol_benzoyltransferase - enzyme for Benzyl benzoate biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00137,phenylethanol_benzoyltransferase,gene,,PF00501;PF00583,EC 2.3.1.-,phenylethanol_benzoyltransferase - enzyme for 2-Phenylethyl benzoate biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00138,cinnamaldehyde_reductase,gene,,,EC 1.3.1.-,cinnamaldehyde_reductase - enzyme for Phenylpropanal (3-Phenylpropanal) biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00139,phenylpropanal_reductase,gene,K00001,,EC 1.1.1.1,phenylpropanal_reductase - enzyme for 3-Phenyl-1-propanol biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00140,phenylacetate_O-methyltransferase,gene,,PF00501;PF00583,EC 2.1.1.-,phenylacetate_O-methyltransferase - enzyme for Methyl phenylacetate biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00141,phenylacetate_ester_synthase,gene,K00664,PF00288;PF00155,EC 2.3.1.-; EC 2.3.1.84,phenylacetate_ester_synthase - enzyme for Ethyl phenylacetate biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00142,phenylacetaldehyde_dehydrogenase,gene,K00146,PF00498;PF08640,EC 1.2.1.39,phenylacetaldehyde_dehydrogenase - enzyme for Phenylacetic acid biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00143,phenylpyruvate_pathway,gene,K00146,,EC 1.2.1.39,phenylpyruvate_pathway - enzyme for Phenylacetic acid biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00144,ferulic_acid_degradation_pathway,gene,,,EC 1.14.-.-,ferulic_acid_degradation_pathway - enzyme for 2-Methoxyphenol (Guaiacol isomer) biosynthesis,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00145,tyrosine/phenylalanine_degradation_pathway,gene,K01668,,EC 4.1.99.2,"tyrosine/phenylalanine_degradation_pathway - enzyme for 2,6-Dimethylphenol biosynthesis",Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00146,protocatechuate_decarboxylase,gene,K00505,PF00184;PF02784,EC 4.1.1.63; EC 1.14.18.1,"protocatechuate_decarboxylase - enzyme for Catechol (1,2-Benzenediol) biosynthesis",Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00147,tyrosinase,gene,K00505,,EC 4.1.1.63; EC 1.14.18.1,"tyrosinase - enzyme for Catechol (1,2-Benzenediol) biosynthesis",Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00148,polyketide_pathway,gene,,,EC 2.3.1.-,"polyketide_pathway - enzyme for Resorcinol (1,3-Benzenediol) biosynthesis",Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00149,linalool_synthase,gene,K15086,PF00288;PF00155,EC 4.2.3.25; EC 2.5.1.1,linalool_synthase - enzyme for Linalool biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00150,GPP_synthase,gene,K15086,PF00288;PF00155,EC 4.2.3.25; EC 2.5.1.1,GPP_synthase - enzyme for Linalool biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00151,linalool_epoxidase,gene,,,EC 1.14.-.-; EC 4.2.1.-,linalool_epoxidase - enzyme for Linalool oxide (furanoid) biosynthesis,Terpenoid (Monoterpenoid oxide),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00152,geraniol_synthase,gene,K14182,PF00288;PF00155,EC 4.2.3.21; EC 2.5.1.1,geraniol_synthase - enzyme for Geraniol biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00153,nerol_synthase,gene,K00787,PF00288;PF00155,EC 4.2.3.-; EC 2.5.1.1; EC 5.3.-.-,nerol_synthase - enzyme for Nerol biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00154,geraniol_reductase,gene,,,EC 1.3.1.-,geraniol_reductase - enzyme for Citronellol biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00155,terpineol_synthase,gene,,PF00288;PF00155,EC 4.2.3.-; EC 4.2.1.-,terpineol_synthase - enzyme for α-Terpineol biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00156,limonene_hydratase,gene,,,EC 4.2.3.-; EC 4.2.1.-,limonene_hydratase - enzyme for α-Terpineol biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00157,citronellol_dehydratase,gene,,,EC 4.2.1.-,citronellol_dehydratase - enzyme for β-Citronellene biosynthesis,Terpenoid (Monoterpenoid hydrocarbon),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00158,limonene_synthase,gene,K15096,PF00288;PF00155,EC 4.2.3.20; EC 2.5.1.1,limonene_synthase - enzyme for Limonene biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00159,α-pinene_synthase,gene,K00787,PF00288;PF00155,EC 4.2.3.14; EC 2.5.1.1,α-pinene_synthase - enzyme for α-Pinene biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00160,β-pinene_synthase,gene,K00787,PF00288;PF00155,EC 4.2.3.14; EC 2.5.1.1,β-pinene_synthase - enzyme for β-Pinene biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00161,camphene_synthase,gene,K14183,PF00288;PF00155,EC 4.2.3.13; EC 5.3.-.-,camphene_synthase - enzyme for Camphene biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00162,α-pinene_isomerase,gene,K14183,PF00154;PF01266,EC 4.2.3.13; EC 5.3.-.-,α-pinene_isomerase - enzyme for Camphene biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00163,myrcene_synthase,gene,K12467,PF00288;PF00155,EC 4.2.3.15; EC 2.5.1.1,myrcene_synthase - enzyme for Myrcene biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00164,ocimene_synthase,gene,K15088,PF00288;PF00155,EC 4.2.3.16; EC 2.5.1.1,ocimene_synthase - enzyme for Ocimene biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00165,terpinene_synthase,gene,K00787,PF00288;PF00155,EC 4.2.3.-; EC 2.5.1.1,terpinene_synthase - enzyme for Terpinene biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00166,γ-terpinene_synthase,gene,K00787,PF00288;PF00155,EC 4.2.3.-; EC 2.5.1.1,γ-terpinene_synthase - enzyme for γ-Terpinene biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00167,terpinolene_synthase,gene,K00787,PF00288;PF00155,EC 4.2.3.-; EC 2.5.1.1,terpinolene_synthase - enzyme for Terpinolene biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00168,limonene_dehydrogenase,gene,,PF00498;PF08640,EC 1.3.-.-,limonene_dehydrogenase - enzyme for p-Cymene biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00169,8-cineole_synthase,gene,,PF00288;PF00155,EC 4.2.3.-; EC 1.14.-.-,"8-cineole_synthase - enzyme for 1,8-Cineole (Eucalyptol) biosynthesis",Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00170,limonene_epoxidase,gene,,,EC 4.2.3.-; EC 1.14.-.-,"limonene_epoxidase - enzyme for 1,8-Cineole (Eucalyptol) biosynthesis",Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00171,citronellol_dehydrogenase,gene,K00001,PF00498;PF08640,EC 1.1.1.1; EC 1.3.1.-,citronellol_dehydrogenase - enzyme for Citronellal biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00172,geraniol_dehydrogenase,gene,K00001,PF00498;PF08640,EC 1.1.1.1,geraniol_dehydrogenase - enzyme for Geranial biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00173,nerol_dehydrogenase,gene,K00001,PF00498;PF08640,EC 1.1.1.1; EC 5.3.-.-,nerol_dehydrogenase - enzyme for Neral biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00174,borneol_synthase,gene,,PF00288;PF00155,EC 4.2.3.-; EC 1.1.1.-,borneol_synthase - enzyme for Borneol biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00175,camphor_reductase,gene,,,EC 4.2.3.-; EC 1.1.1.-,camphor_reductase - enzyme for Borneol biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00176,borneol_dehydrogenase,gene,,PF00498;PF08640,EC 1.1.1.-,borneol_dehydrogenase - enzyme for Camphor biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00177,borneol_isomerase,gene,,PF00154;PF01266,EC 5.3.-.-; EC 1.1.1.-,borneol_isomerase - enzyme for Isoborneol biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00178,carveol_dehydrogenase,gene,K00001,PF00498;PF08640,EC 1.1.1.-; EC 1.1.1.1,carveol_dehydrogenase - enzyme for Carvone biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00179,limonene_hydroxylase,gene,,,EC 1.14.-.-,limonene_hydroxylase - enzyme for Carveol biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00180,carveol_reductase,gene,,,EC 1.3.1.-,carveol_reductase - enzyme for Dihydrocarveol biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00181,menthone_isomerase,gene,,PF00154;PF01266,EC 5.3.-.-; EC 4.2.3.-,menthone_isomerase - enzyme for Pulegone biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00182,pulegone_synthase,gene,,PF00288;PF00155,EC 5.3.-.-; EC 4.2.3.-,pulegone_synthase - enzyme for Pulegone biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00183,menthol_dehydrogenase,gene,K00001,PF00498;PF08640,EC 1.1.1.1,menthol_dehydrogenase - enzyme for Menthone biosynthesis,Terpenoid (Monoterpenoid),Terpenoid,Terpenoid,Nicotiana tabacum
